Conn Time., Send Time, Recv Time,,,,,
0.2629,0.043,0.9609,,,,,
0.231,0.0124,1.1246,,,,,
0.2194,0.0178,1.8955,,,,,
0.43,0.0193,1.3274,,,,,
0.2606,0.0419,1.2521,,,,,
0.2512,0.035,0.98,,,,,
0.2621,0.0342,0.9333,,,,,
0.2297,0.0339,0.9551,,,,,
0.2333,0.0334,0.9539,,,,,
0.2309,0.0338,1.0038,,,,,
0.283,0.0165,1.5472,,,,,
0.5076,0.0596,1.7951,,,,,
0.3796,0.039,1.3,,,,,
0.2197,0.0135,1.0155,,,,,
0.2118,0.0128,1.0958,,,,,
0.2992,0.0204,1.2239,,,,,
0.287,0.0159,1.0705,,,,,
0.2837,0.0371,0.9995,,,,,
0.2663,0.0136,0.9641,,,,,
0.3782,0.05,1.7741,,,,,
0.4892,0.0528,1.1691,,,,,
0.3173,0.0146,1.0993,,,,,
0.2188,0.0128,1.0881,,,,,
0.2078,0.0123,1.0106,,,,,
0.2859,0.0198,1.1323,,,,,
0.3601,0.0529,0.9549,,,,,
0.2605,0.0352,0.9479,,,,,
0.2409,0.0343,1.1887,,,,,
0.3427,0.0514,1.207,,,,,
0.2563,0.0152,1.0143,,,,,
0.273,0.0133,1.5962,,,,,
0.2876,0.0155,1.0831,,,,,
0.2362,0.0137,1.0256,,,,,
0.226,0.0336,0.908,,,,,
0.28,0.0496,1.1474,,,,,
0.3419,0.0507,1.0013,,,,,
0.2545,0.0349,1.1302,,,,,
0.3826,0.0185,1.3359,,,,,
0.2548,0.0146,1.0012,,,,,
0.224,0.0124,0.9889,,,,,
0.2154,0.0333,1.1152,,,,,
0.2064,0.012,0.9994,,,,,
0.2113,0.0127,0.9972,,,,,
0.2307,0.0336,0.9234,,,,,
0.2046,0.0119,1.1768,,,,,
0.2963,0.0365,1.0722,,,,,
0.368,0.0439,1.1607,,,,,
0.2805,0.0362,1.0083,,,,,
0.2306,0.034,1.1826,,,,,
0.2117,0.0126,0.9791,,,,,
0.2214,0.012,0.9594,,,,,
0.2377,0.0121,0.9763,,,,,
0.2157,0.0113,0.9721,,,,,
0.2561,0.0424,0.8957,,,,,
0.2475,0.0581,0.9688,,,,,
0.2451,0.0577,1.2118,,,,,
0.4353,0.0497,1.3272,,,,,
0.2824,0.0392,1.0866,,,,,
0.2395,0.0344,1.0418,,,,,
0.2394,0.034,0.922,,,,,
0.2367,0.0337,0.9412,,,,,
0.2338,0.0127,0.9796,,,,,
0.2197,0.0209,0.9741,,,,,
0.2579,0.0131,0.9979,,,,,
0.2582,0.0259,1.117,,,,,
0.2876,0.0459,1.1373,,,,,
0.5831,0.1106,1.7079,,,,,
0.3304,0.039,0.9481,,,,,
0.2349,0.0332,0.9357,,,,,
0.2434,0.0337,0.9719,,,,,
0.2306,0.0129,1.0396,,,,,
0.2117,0.0123,0.965,,,,,
0.2062,0.0121,1.0538,,,,,
0.2078,0.0126,1.0316,,,,,
0.246,0.0593,1.2213,,,,,
0.3046,0.0192,1.1339,,,,,
0.2636,0.0151,1.1807,,,,,
0.2774,0.0364,0.9504,,,,,
0.2467,0.0339,0.9572,,,,,
0.2582,0.0338,0.9492,,,,,
0.2234,0.0337,0.925,,,,,
0.2043,0.0381,1.0907,,,,,
0.2047,0.0122,0.9728,,,,,
0.2021,0.0119,1.2142,,,,,
0.3972,0.0466,1.7117,,,,,
0.3079,0.0373,0.9695,,,,,
0.2395,0.041,1.5623,,,,,
0.2654,0.036,0.9596,,,,,
0.2561,0.0352,0.9121,,,,,
0.2109,0.0127,0.9741,,,,,
0.2096,0.0124,1.026,,,,,
0.2119,0.0124,1.0336,,,,,
0.2146,0.0126,1.1157,,,,,
0.2566,0.0349,1.016,,,,,
0.2522,0.0498,0.9992,,,,,
0.2317,0.0342,0.93,,,,,
0.2454,0.0418,0.9331,,,,,
0.2817,0.0192,1.3551,,,,,
0.3175,0.0171,1.0668,,,,,
0.2258,0.0137,0.9976,,,,,
0.2124,0.0123,0.9936,,,,,
0.2309,0.0343,0.9258,,,,,
0.2346,0.0339,1.0521,,,,,
0.2884,0.0363,1.052,,,,,
0.2604,0.0352,0.9726,,,,,
0.2361,0.0335,1.2125,,,,,
0.2416,0.0157,0.9987,,,,,
0.2301,0.0332,0.9746,,,,,
0.278,0.0356,1.1795,,,,,
0.225,0.0129,1.1078,,,,,
0.2073,0.0123,1.0375,,,,,
0.2035,0.0119,1.073,,,,,
0.3032,0.0527,1.3088,,,,,
0.3493,0.0547,1.1127,,,,,
0.278,0.0391,0.9215,,,,,
0.2349,0.035,0.9682,,,,,
0.2258,0.0333,0.928,,,,,
0.2141,0.0124,0.991,,,,,
0.2069,0.0123,1.1097,,,,,
0.2616,0.0208,1.1582,,,,,
0.2348,0.0142,1.1793,,,,,
0.2228,0.0134,1.3002,,,,,
0.3294,0.0178,1.1744,,,,,
0.2406,0.014,1.2159,,,,,
0.2215,0.0133,1.0003,,,,,
0.2321,0.0339,0.9408,,,,,
0.2339,0.0347,0.9677,,,,,
0.2403,0.042,0.9633,,,,,
0.2207,0.0328,0.9257,,,,,
0.229,0.012,1.0483,,,,,
0.3183,0.0684,0.9947,,,,,
0.3159,0.0228,1.6404,,,,,
0.308,0.0176,1.022,,,,,
0.3166,0.0344,0.9485,,,,,
0.2328,0.0342,0.9341,,,,,
0.2324,0.0347,0.9297,,,,,
0.232,0.0339,0.9937,,,,,
0.2493,0.0322,0.9111,,,,,
0.2221,0.0329,0.9923,,,,,
0.2262,0.0328,0.9211,,,,,
0.279,0.0352,1.493,,,,,
0.3423,0.0166,1.4465,,,,,
0.2348,0.0136,0.9724,,,,,
0.2552,0.0147,1.1315,,,,,
0.226,0.0134,1.0629,,,,,
0.2281,0.0337,1.0048,,,,,
0.2229,0.0416,1.1042,,,,,
0.2664,0.0527,0.9274,,,,,
0.23,0.0339,1.0491,,,,,
0.2592,0.0149,1.0994,,,,,
0.2411,0.0157,1.0091,,,,,
0.2175,0.0132,1.0303,,,,,
0.2081,0.0124,0.9702,,,,,
0.2216,0.0372,1.0086,,,,,
0.2507,0.0332,0.9643,,,,,
0.2213,0.033,0.9764,,,,,
0.2216,0.0332,0.9329,,,,,
0.215,0.0121,0.9577,,,,,
0.2201,0.0133,0.9932,,,,,
0.3846,0.015,1.7758,,,,,
0.3531,0.0613,1.2321,,,,,
0.3398,0.0384,1.1344,,,,,
0.257,0.0352,1.0462,,,,,
0.2359,0.0342,0.9863,,,,,
0.2592,0.0345,0.9101,,,,,
0.221,0.0131,1.1215,,,,,
0.2228,0.014,1.011,,,,,
0.235,0.0137,1.2807,,,,,
0.4039,0.019,1.3896,,,,,
0.2927,0.0167,1.1581,,,,,
0.2637,0.0204,1.0858,,,,,
0.2574,0.0139,1.0262,,,,,
0.2771,0.013,0.9661,,,,,
0.233,0.0148,1.2488,,,,,
0.2387,0.0328,0.9123,,,,,
0.2369,0.034,0.9148,,,,,
0.2318,0.0331,1.0238,,,,,
0.3136,0.0218,1.6674,,,,,
0.3215,0.0156,1.1081,,,,,
0.3337,0.0132,1.0058,,,,,
0.2101,0.0128,1.1105,,,,,
0.3615,0.0471,1.0601,,,,,
0.2635,0.017,1.0339,,,,,
0.2373,0.0337,0.9324,,,,,
0.2284,0.0331,0.9651,,,,,
0.2628,0.0428,1.0127,,,,,
0.2779,0.036,1.0496,,,,,
0.6172,0.0363,0.9535,,,,,
0.2487,0.0348,1.0091,,,,,
0.2091,0.0129,1.0485,,,,,
0.2053,0.0121,0.9942,,,,,
0.2532,0.0518,1.1059,,,,,
0.2629,0.0143,1.0718,,,,,
0.2742,0.0477,0.9207,,,,,
0.2414,0.0414,0.9839,,,,,
0.4556,0.0361,1.6425,,,,,
0.2927,0.0362,1.0503,,,,,
0.2098,0.0127,1.2632,,,,,
0.2073,0.0124,1.0176,,,,,
0.2158,0.0124,1.1131,,,,,
0.2401,0.0128,0.9734,,,,,
0.2078,0.0125,1.2166,,,,,
0.4484,0.0503,1.0457,,,,,
0.2398,0.0433,1.0307,,,,,
0.2833,0.0176,1.4051,,,,,
0.3449,0.0387,1.0322,,,,,
0.2333,0.0344,0.9026,,,,,
0.2547,0.0172,1.045,,,,,
0.2278,0.0337,0.8982,,,,,
0.2811,0.0135,0.9777,,,,,
0.251,0.0126,0.9899,,,,,
0.2192,0.0127,1.05,,,,,
0.2475,0.0193,1.0981,,,,,
0.2546,0.0353,1.1752,,,,,
0.3173,0.0375,1.0622,,,,,
0.2689,0.0366,1.6213,,,,,
0.2746,0.0355,0.965,,,,,
0.2112,0.0133,1.0121,,,,,
0.2078,0.0127,0.9804,,,,,
0.2223,0.0121,0.9997,,,,,
0.2232,0.013,1.1452,,,,,
0.2316,0.0341,0.9524,,,,,
0.2879,0.0448,1.1393,,,,,
0.3869,0.0257,1.7801,,,,,
0.3637,0.0502,0.9918,,,,,
0.3598,0.0132,1.0063,,,,,
0.2125,0.0127,0.9976,,,,,
0.2103,0.0421,0.9673,,,,,
0.2075,0.0121,1.0861,,,,,
0.2231,0.0333,0.9611,,,,,
0.2459,0.0424,0.9032,,,,,
0.2671,0.032,0.948,,,,,
0.3596,0.0568,1.1745,,,,,
0.313,0.0378,1.3242,,,,,
0.2529,0.0348,0.9459,,,,,
0.2351,0.0334,0.919,,,,,
0.2242,0.0335,1.0223,,,,,
0.2273,0.0124,0.9858,,,,,
0.2372,0.0126,0.9796,,,,,
0.2044,0.012,0.9697,,,,,
0.2162,0.0132,1.0454,,,,,
0.2481,0.0438,1.0297,,,,,
0.2894,0.0363,0.9881,,,,,
0.2549,0.0343,1.0307,,,,,
0.3853,0.05,1.1664,,,,,
0.2344,0.0143,1.0176,,,,,
0.2369,0.0129,0.9744,,,,,
0.2102,0.0127,1.0866,,,,,
0.2199,0.0119,0.9672,,,,,
0.2371,0.0125,0.9401,,,,,
0.2384,0.0115,0.9519,,,,,
0.4209,0.0415,1.525,,,,,
0.3443,0.0174,1.1552,,,,,
0.2598,0.0344,1.0072,,,,,
0.3529,0.0474,1.0521,,,,,
0.3168,0.0524,1.1034,,,,,
0.2555,0.0345,1.0849,,,,,
0.3392,0.0251,1.2333,,,,,
0.2831,0.0152,1.0941,,,,,
0.2335,0.0138,1.1382,,,,,
0.2975,0.045,1.2127,,,,,
0.6296,0.036,0.9666,,,,,
0.2449,0.0342,0.93,,,,,
0.2379,0.0318,1.1561,,,,,
0.4159,0.0619,1.2351,,,,,
0.3611,0.0402,1.3709,,,,,
0.363,0.0389,1.0252,,,,,
0.2454,0.0338,0.9898,,,,,
0.2408,0.035,1.6812,,,,,
0.3127,0.0165,1.2984,,,,,
0.2672,0.0563,0.9948,,,,,
0.2182,0.0131,0.9906,,,,,
0.2096,0.0123,0.9737,,,,,
0.2658,0.0421,1.1074,,,,,
0.2887,0.0376,1.082,,,,,
0.2853,0.0184,1.0629,,,,,
0.2323,0.0335,0.9432,,,,,
0.4538,0.0139,1.1768,,,,,
0.2644,0.0149,1.0666,,,,,
0.2153,0.0127,1.007,,,,,
0.2191,0.0128,1.0002,,,,,
0.2229,0.0334,0.9755,,,,,
0.2331,0.0404,0.9828,,,,,
0.233,0.0326,0.9254,,,,,
0.3479,0.0578,1.6797,,,,,
0.3525,0.0179,1.4001,,,,,
0.4362,0.0254,1.4904,,,,,
0.566,0.0249,1.3358,,,,,
0.2649,0.0149,1.1404,,,,,
0.2384,0.0349,0.9704,,,,,
0.2488,0.0344,1.2168,,,,,
0.2549,0.0132,1.0032,,,,,
0.2313,0.0336,0.9984,,,,,
0.3465,0.0222,1.62,,,,,
0.4889,0.0764,1.4601,,,,,
0.3515,0.0181,1.1361,,,,,
0.2996,0.015,0.9998,,,,,
0.2174,0.0131,0.9805,,,,,
0.2107,0.0129,0.9833,,,,,
0.2428,0.0123,0.9798,,,,,
0.2316,0.0127,0.9944,,,,,
0.2247,0.0334,0.9234,,,,,
0.2235,0.0448,0.9081,,,,,
0.3369,0.0511,2.236,,,,,
0.8355,0.0413,1.2054,,,,,
0.2854,0.0152,1.1403,,,,,
0.2383,0.0143,1.2118,,,,,
0.2408,0.0141,1.1307,,,,,
0.2577,0.0213,1.4738,,,,,
0.2701,0.0355,0.9631,,,,,
0.2428,0.0342,1.0051,,,,,
0.5235,0.1157,1.7405,,,,,
0.5149,0.0569,2.1493,,,,,
0.4642,0.0525,1.1573,,,,,
0.2644,0.0364,1.134,,,,,
0.2314,0.0342,0.9754,,,,,
0.2562,0.0336,0.972,,,,,
0.2387,0.0142,0.9951,,,,,
0.224,0.013,1.039,,,,,
0.3481,0.0363,1.9395,,,,,
0.4355,0.0178,1.3442,,,,,
0.3761,0.059,1.2148,,,,,
0.3057,0.0371,0.9848,,,,,
0.2464,0.0353,0.961,,,,,
0.2481,0.0353,0.9391,,,,,
0.2377,0.0149,0.9757,,,,,
0.2352,0.0125,1.4295,,,,,
0.3484,0.038,1.1302,,,,,
0.3971,0.015,1.0235,,,,,
0.2207,0.0128,1.1248,,,,,
0.3349,0.016,1.0372,,,,,
0.2303,0.0195,1.1645,,,,,
0.2176,0.0134,1.1434,,,,,
0.2324,0.0346,0.9485,,,,,
0.2706,0.0432,0.905,,,,,
0.2386,0.032,0.8999,,,,,
0.2436,0.0413,1.0941,,,,,
0.4949,0.0733,1.1793,,,,,
0.2542,0.0145,1.0163,,,,,
0.2987,0.0134,0.9774,,,,,
0.2125,0.013,1.4282,,,,,
0.2954,0.036,0.939,,,,,
0.2252,0.0334,0.9648,,,,,
0.2334,0.0326,0.9506,,,,,
0.2239,0.0332,1.2095,,,,,
0.2105,0.0184,1.1359,,,,,
0.3566,0.0237,1.3414,,,,,
0.2897,0.0165,1.0423,,,,,
0.215,0.0126,0.9771,,,,,
0.2245,0.0338,0.9348,,,,,
0.2345,0.0328,0.9095,,,,,
0.2195,0.0344,1.1851,,,,,
0.3264,0.0388,1.4937,,,,,
0.3591,0.0181,1.2265,,,,,
0.3109,0.0203,2.0954,,,,,
0.4549,0.019,1.2214,,,,,
0.3018,0.0144,1.3208,,,,,
0.2682,0.0355,0.977,,,,,
0.2322,0.034,0.9587,,,,,
0.2355,0.033,0.9186,,,,,
0.227,0.0424,1.2154,,,,,
0.2888,0.036,1.1289,,,,,
0.2742,0.0355,1.2243,,,,,
0.2972,0.038,1.1742,,,,,
0.2688,0.0363,0.9461,,,,,
0.241,0.0149,0.9778,,,,,
0.2288,0.014,1.0383,,,,,
0.2331,0.0142,1.0131,,,,,
0.2147,0.0418,0.9441,,,,,
0.2257,0.0338,0.9297,,,,,
0.2253,0.0342,1.0141,,,,,
0.2863,0.0148,1.8218,,,,,
0.4556,0.054,1.1285,,,,,
0.2495,0.0154,1.1515,,,,,
0.2528,0.0131,1.0061,,,,,
0.208,0.0125,0.9783,,,,,
0.2071,0.0123,1.0989,,,,,
0.2068,0.012,0.9556,,,,,
0.2358,0.0124,0.9813,,,,,
0.229,0.0118,0.9764,,,,,
0.2088,0.012,0.9862,,,,,
0.2729,0.0586,2.5241,,,,,
0.4523,0.0617,1.4983,,,,,
0.4595,0.0389,1.3909,,,,,
0.241,0.0345,0.9458,,,,,
0.2132,0.0126,0.9936,,,,,
0.2175,0.0175,0.9647,,,,,
0.2099,0.0132,0.9511,,,,,
0.2162,0.0124,0.9919,,,,,
0.2351,0.0422,1.3733,,,,,
0.4489,0.0559,1.2622,,,,,
0.3054,0.0363,1.0627,,,,,
0.2466,0.034,1.0367,,,,,
0.2646,0.0343,1.0279,,,,,
0.2547,0.0431,0.9273,,,,,
0.2275,0.0335,0.933,,,,,
0.2336,0.0332,0.9265,,,,,
0.2146,0.0116,0.9831,,,,,
0.2269,0.0125,1.0825,,,,,
0.2717,0.0442,1.5005,,,,,
0.2988,0.0471,1.2102,,,,,
0.3397,0.0372,1.3898,,,,,
0.2734,0.0346,0.9121,,,,,
0.2266,0.0334,0.9587,,,,,
0.2492,0.0477,0.9348,,,,,
0.23,0.0143,1.0766,,,,,
0.2313,0.0126,0.9752,,,,,
0.2118,0.0122,1.0074,,,,,
0.2494,0.0144,1.1467,,,,,
0.2655,0.0354,1.0535,,,,,
0.2381,0.0336,0.9419,,,,,
0.2872,0.0361,1.0906,,,,,
0.2797,0.0361,1.1011,,,,,
0.26,0.0142,1.0005,,,,,
0.2129,0.0127,1.0236,,,,,
0.2166,0.0395,0.9495,,,,,
0.2048,0.0141,0.9659,,,,,
0.2466,0.0317,1.0033,,,,,
0.2735,0.05,1.0636,,,,,
0.2661,0.0355,1.1483,,,,,
0.2383,0.0161,1.0116,,,,,
0.2227,0.0122,0.9801,,,,,
0.306,0.0141,1.3552,,,,,
0.2441,0.014,1.0091,,,,,
0.2247,0.0137,0.9988,,,,,
0.2113,0.0127,0.9688,,,,,
0.2163,0.0124,0.969,,,,,
0.4259,0.0431,1.125,,,,,
0.4949,0.0174,1.1449,,,,,
0.2494,0.0344,0.9686,,,,,
0.2873,0.0339,0.9368,,,,,
0.2257,0.0338,0.9251,,,,,
0.2225,0.0328,1.0353,,,,,
0.2893,0.0135,1.1957,,,,,
0.2703,0.0282,1.2185,,,,,
0.2265,0.0129,1.0047,,,,,
0.2236,0.0137,1.3057,,,,,
0.3507,0.0381,1.702,,,,,
0.2659,0.0358,0.9223,,,,,
0.2316,0.0346,0.9496,,,,,
0.2916,0.0346,1.0426,,,,,
0.2415,0.034,0.9555,,,,,
0.2276,0.0334,1.1803,,,,,
0.3871,0.0532,1.1578,,,,,
0.2612,0.035,1.0386,,,,,
0.2717,0.0176,1.5658,,,,,
0.4477,0.0238,1.1864,,,,,
0.2516,0.0143,1.1729,,,,,
0.2534,0.0147,1.0777,,,,,
0.2779,0.037,1.0892,,,,,
0.2811,0.0367,1.028,,,,,
0.235,0.0387,0.9847,,,,,
0.3724,0.0569,1.0727,,,,,
0.2357,0.0139,1.3143,,,,,
0.2859,0.0156,1.1219,,,,,
0.2616,0.0432,1.2154,,,,,
0.2177,0.0132,0.9815,,,,,
0.209,0.0127,0.9904,,,,,
0.2175,0.0125,0.9501,,,,,
0.2059,0.0122,0.9598,,,,,
0.2048,0.0124,0.9662,,,,,
0.2361,0.0318,0.9198,,,,,
0.2138,0.0136,1.0049,,,,,
0.355,0.039,1.5108,,,,,
0.3406,0.0368,1.0057,,,,,
0.264,0.0145,1.0982,,,,,
0.2885,0.0232,1.0456,,,,,
0.2235,0.0128,1.0389,,,,,
0.2417,0.0143,1.0707,,,,,
0.2485,0.0439,0.9629,,,,,
0.2303,0.0343,0.9368,,,,,
0.2421,0.0413,1.0639,,,,,
0.2248,0.0335,0.9811,,,,,
0.3765,0.0378,1.6063,,,,,
0.3741,0.0423,1.1763,,,,,
0.2769,0.0349,1.1094,,,,,
0.257,0.035,1.2629,,,,,
0.2495,0.013,1.0264,,,,,
0.2125,0.0159,0.9888,,,,,
0.2189,0.0365,0.9909,,,,,
0.2291,0.0125,1.0321,,,,,
0.2206,0.0334,1.0407,,,,,
0.3204,0.0177,1.2156,,,,,
0.4252,0.058,1.3836,,,,,
0.64,0.0546,1.2957,,,,,
0.2779,0.0141,0.994,,,,,
0.2099,0.0124,1.1689,,,,,
0.2069,0.0122,0.98,,,,,
0.2103,0.0124,0.9935,,,,,
0.2055,0.0122,1.0315,,,,,
0.5164,0.0151,1.4456,,,,,
0.3201,0.0227,1.1429,,,,,
0.2274,0.0882,1.2663,,,,,
0.358,0.0512,1.2344,,,,,
0.2606,0.0351,1.2118,,,,,
0.2384,0.0339,0.9848,,,,,
0.2536,0.0429,0.9301,,,,,
0.2375,0.0174,1.0044,,,,,
0.239,0.0127,1.0598,,,,,
0.3462,0.0639,1.0658,,,,,
0.2695,0.0143,0.9932,,,,,
0.2345,0.0346,0.9213,,,,,
0.2263,0.0339,1.0164,,,,,
0.3257,0.0367,0.9512,,,,,
0.2295,0.0337,1.0635,,,,,
0.2362,0.0783,0.9797,,,,,
0.2581,0.0337,0.913,,,,,
0.2394,0.0402,0.9769,,,,,
0.2217,0.0332,1.195,,,,,
0.2996,0.0217,1.3122,,,,,
0.2642,0.015,1.01,,,,,
0.2114,0.0124,0.9755,,,,,
0.2077,0.0124,1.199,,,,,
0.2783,0.0332,0.9994,,,,,
0.2569,0.0427,0.9922,,,,,
0.2393,0.0403,0.9437,,,,,
0.2303,0.0335,0.9249,,,,,
0.2064,0.0121,0.9471,,,,,
0.4437,0.0188,1.3756,,,,,
0.2974,0.0156,1.1427,,,,,
0.2269,0.0134,0.9801,,,,,
0.2121,0.0124,0.9715,,,,,
0.2091,0.0123,0.9699,,,,,
0.2333,0.0484,0.9663,,,,,
0.2097,0.0123,0.9605,,,,,
0.2415,0.0627,1.0202,,,,,
0.308,0.0367,1.0318,,,,,
0.2762,0.0184,1.0417,,,,,
0.3431,0.0209,1.5538,,,,,
0.2746,0.016,1.0667,,,,,
0.2659,0.0129,1.2547,,,,,
0.2146,0.0129,1.0361,,,,,
0.2269,0.013,0.9758,,,,,
0.2243,0.0349,0.925,,,,,
0.3693,0.0418,0.9023,,,,,
0.2419,0.0319,1.1013,,,,,
0.3008,0.0371,1.1554,,,,,
0.3983,0.0463,1.2306,,,,,
0.49,0.0453,1.0574,,,,,
0.2169,0.1196,0.9162,,,,,
0.211,0.0127,0.9986,,,,,
0.2316,0.0332,0.9428,,,,,
0.2237,0.0334,0.9262,,,,,
0.2827,0.059,0.9939,,,,,
0.244,0.0317,0.9034,,,,,
0.2167,0.019,1.1384,,,,,
0.4887,0.0703,2.0864,,,,,
0.5175,0.0192,1.1614,,,,,
0.2195,0.0131,1.2566,,,,,
0.2303,0.0343,0.94,,,,,
0.2588,0.0424,0.9469,,,,,
0.2216,0.0334,0.8975,,,,,
0.2361,0.0158,1.0039,,,,,
0.2509,0.0425,0.8844,,,,,
0.2549,0.0425,0.8941,,,,,
0.3998,0.046,1.0478,,,,,
0.2957,0.0144,1.0508,,,,,
0.2433,0.0185,0.9582,,,,,
0.2197,0.0124,1.0586,,,,,
0.2519,0.0189,1.0592,,,,,
0.2474,0.042,1.0772,,,,,
0.2302,0.0342,1.1465,,,,,
0.2546,0.0423,0.9717,,,,,
0.2402,0.0342,0.9926,,,,,
0.3178,0.0446,1.2186,,,,,
0.5132,0.0584,1.6699,,,,,
0.3602,0.0189,1.5045,,,,,
0.4073,0.0406,1.7069,,,,,
0.3859,0.0195,1.2097,,,,,
0.2236,0.0172,1.2877,,,,,
0.2139,0.0125,1.1196,,,,,
0.216,0.0534,1.0396,,,,,
0.3243,0.0495,1.756,,,,,
0.733,0.0489,1.0866,,,,,
0.2852,0.0447,1.2034,,,,,
0.3183,0.0381,1.139,,,,,
0.3167,0.0158,1.0638,,,,,
0.2671,0.0149,1.0462,,,,,
0.2231,0.013,0.9995,,,,,
0.2106,0.0125,0.9883,,,,,
0.4532,0.0133,1.3569,,,,,
0.3633,0.0391,1.4519,,,,,
0.2533,0.0347,1.1823,,,,,
0.2442,0.0353,0.9894,,,,,
0.3793,0.0561,1.1743,,,,,
0.397,0.0369,1.0429,,,,,
0.2594,0.0424,0.9423,,,,,
0.2823,0.0455,1.3072,,,,,
0.2621,0.0335,1.2746,,,,,
0.2858,0.0161,1.1469,,,,,
0.2909,0.0162,1.1939,,,,,
0.259,0.0157,1.0441,,,,,
0.2292,0.0138,1.0536,,,,,
0.2394,0.0352,1.0862,,,,,
0.3549,0.0365,1.3459,,,,,
0.3213,0.0412,1.0624,,,,,
0.2422,0.0347,1.2949,,,,,
0.5215,0.0525,1.955,,,,,
0.3815,0.0179,1.1331,,,,,
0.2188,0.0134,0.9693,,,,,
0.2136,0.0126,0.969,,,,,
0.2269,0.0335,0.9549,,,,,
0.2533,0.033,0.9828,,,,,
0.2248,0.0334,1.1466,,,,,
0.3313,0.0973,1.1154,,,,,
0.363,0.0473,1.6487,,,,,
0.5434,0.1321,1.2775,,,,,
0.3197,0.0169,1.1921,,,,,
0.2372,0.0135,1.0732,,,,,
0.2432,0.0357,0.9711,,,,,
0.2341,0.0396,0.9618,,,,,
0.2361,0.0412,1.0396,,,,,
0.2636,0.0365,0.9827,,,,,
0.2561,0.0463,1.2186,,,,,
0.4919,0.0549,1.6171,,,,,
0.3926,0.0289,1.8,,,,,
0.3514,0.0187,1.2528,,,,,
0.4322,0.0192,1.2398,,,,,
0.3538,0.0179,1.3039,,,,,
0.3288,0.0181,1.268,,,,,
0.2965,0.0421,1.3683,,,,,
0.5093,0.0631,2.1697,,,,,
0.547,0.0526,1.3879,,,,,
0.3951,0.0444,1.6508,,,,,
0.4568,0.0492,1.2629,,,,,
0.3561,0.0178,1.2559,,,,,
0.3331,0.0477,1.1443,,,,,
0.3157,0.0171,1.3064,,,,,
0.3867,0.0495,1.3002,,,,,
0.4451,0.0554,1.5579,,,,,
0.3502,0.0399,1.2039,,,,,
0.3739,0.0544,1.1998,,,,,
0.3844,0.0252,1.2376,,,,,
0.3076,0.025,1.189,,,,,
0.3778,0.0521,1.013,,,,,
0.2686,0.0171,1.3609,,,,,
0.4122,0.0411,1.2518,,,,,
0.2976,0.0456,1.1758,,,,,
0.3924,0.0608,1.4469,,,,,
0.3988,0.0276,1.1654,,,,,
0.2713,0.0166,1.0872,,,,,
0.2669,0.0356,1.2326,,,,,
0.2725,0.0347,1.2062,,,,,
0.2663,0.046,1.8115,,,,,
0.93,0.043,1.1537,,,,,
0.2835,0.0153,1.2031,,,,,
0.3158,0.0148,1.6204,,,,,
0.3466,0.0785,1.2004,,,,,
0.2722,0.0216,1.1039,,,,,
0.2794,0.0244,0.9779,,,,,
0.2828,0.0198,1.2815,,,,,
0.3469,0.0182,1.4348,,,,,
0.2643,0.0215,1.0727,,,,,
0.2368,0.0348,0.9977,,,,,
0.2539,0.0362,1.0208,,,,,
0.2703,0.0354,1.121,,,,,
0.3782,0.0517,1.1038,,,,,
0.3403,0.0162,1.2645,,,,,
0.2546,0.0164,0.9665,,,,,
0.2411,0.0128,1.173,,,,,
0.5365,0.055,1.1856,,,,,
0.2751,0.0356,1.3962,,,,,
0.3184,0.0353,0.9122,,,,,
0.2305,0.0338,0.931,,,,,
0.2242,0.0336,0.9394,,,,,
0.2756,0.0501,1.0034,,,,,
0.3078,0.0219,1.8466,,,,,
0.3979,0.049,1.4023,,,,,
0.3037,0.0238,1.2629,,,,,
0.2713,0.0361,0.9745,,,,,
0.2483,0.0345,0.9354,,,,,
0.2402,0.0332,1.0658,,,,,
0.2524,0.0423,1.0038,,,,,
0.2516,0.0128,1.0343,,,,,
0.2493,0.0124,1.0208,,,,,
0.2102,0.0121,1.0155,,,,,
0.2279,0.0122,1.0634,,,,,
0.418,0.05,1.2198,,,,,
0.3451,0.0383,1.2181,,,,,
0.2529,0.0347,1.1543,,,,,
0.2395,0.0342,0.9513,,,,,
0.2676,0.0429,1.0936,,,,,
0.2331,0.0441,0.9474,,,,,
0.2248,0.0334,1.0105,,,,,
0.2441,0.0325,1.0899,,,,,
0.2156,0.0348,0.9902,,,,,
0.2035,0.0124,1.2244,,,,,
0.348,0.0236,1.2333,,,,,
0.2719,0.0149,1.069,,,,,
0.239,0.0381,1.01,,,,,
0.2244,0.0332,0.9287,,,,,
0.2569,0.0316,0.9091,,,,,
0.2438,0.0414,0.9587,,,,,
0.226,0.0117,0.97,,,,,
0.2269,0.0139,0.9557,,,,,
0.2165,0.0116,1.062,,,,,
0.2762,0.0205,1.2222,,,,,
0.2721,0.0148,1.4402,,,,,
0.3553,0.0504,1.027,,,,,
0.2228,0.0137,1.0124,,,,,
0.233,0.0135,0.9966,,,,,
0.2371,0.0349,0.98,,,,,
0.2328,0.0433,0.9491,,,,,
0.2275,0.034,0.9716,,,,,
0.2576,0.0168,0.9259,,,,,
0.2189,0.0445,1.0475,,,,,
0.3264,0.0468,1.2,,,,,
0.2662,0.0149,1.0954,,,,,
0.2265,0.0132,1.4533,,,,,
