Conn Time., Send Time, Recv Time,,,,,
0.3095,0.0409,0.9599,,,,,
0.2169,0.0125,1.2474,,,,,
0.2329,0.0252,1.1887,,,,,
0.2589,0.02,1.092,,,,,
0.3091,0.037,1.0526,,,,,
0.2806,0.0718,1.1347,,,,,
0.4973,0.0581,1.3816,,,,,
0.6062,0.0561,1.1431,,,,,
0.259,0.0153,0.9838,,,,,
0.2142,0.0128,0.971,,,,,
0.2332,0.0136,0.9731,,,,,
0.2152,0.0131,1.3105,,,,,
0.2534,0.0345,1.3317,,,,,
0.5082,0.048,1.4582,,,,,
0.5658,0.0629,2.274,,,,,
0.4937,0.0421,1.1615,,,,,
0.247,0.0142,1.0443,,,,,
0.2216,0.0134,1.0149,,,,,
0.2277,0.0183,1.0945,,,,,
0.2268,0.0136,1.1468,,,,,
0.3167,0.0437,0.9821,,,,,
0.3274,0.0484,1.8213,,,,,
0.5627,0.0592,1.376,,,,,
0.4267,0.0183,1.2004,,,,,
0.226,0.0137,1.1001,,,,,
0.5143,0.0387,0.7945,,,,,
0.2437,0.014,0.9617,,,,,
0.2288,0.0136,1.006,,,,,
0.2304,0.0341,1.0698,,,,,
0.3328,0.0492,1.1924,,,,,
0.3209,0.0242,2.3108,,,,,
0.5185,0.0566,1.7698,,,,,
0.4725,0.0549,1.1755,,,,,
0.3473,0.0354,1.3269,,,,,
0.2674,0.0357,1.1332,,,,,
0.3069,0.0363,1.0535,,,,,
0.2911,0.0188,1.0967,,,,,
0.3356,0.0491,1.9256,,,,,
0.5038,0.0229,1.4298,,,,,
0.2765,0.0194,1.2378,,,,,
0.3837,0.0451,1.0081,,,,,
0.3195,0.0559,1.0516,,,,,
0.2345,0.0341,1.0906,,,,,
0.2265,0.0129,1.2027,,,,,
0.2271,0.0132,1.2279,,,,,
0.4016,0.0587,1.4749,,,,,
0.3607,0.0532,1.6085,,,,,
0.4096,0.0234,1.6965,,,,,
0.4836,0.0242,1.0833,,,,,
0.2404,0.0143,1.0045,,,,,
0.2271,0.0133,1.0426,,,,,
0.2169,0.0131,0.9816,,,,,
0.2426,0.0369,1.1078,,,,,
0.5632,0.0607,1.5398,,,,,
0.4393,0.0705,1.5581,,,,,
0.3689,0.0397,1.398,,,,,
0.3874,0.0213,1.9048,,,,,
0.6354,0.0227,1.8658,,,,,
0.3841,0.0409,1.7689,,,,,
0.5099,0.0611,1.7531,,,,,
0.3855,0.0396,1.7983,,,,,
0.5394,0.1934,0.8855,,,,,
0.2507,0.0706,1.2403,,,,,
0.3022,0.0227,1.1317,,,,,
0.3095,0.0448,1.0716,,,,,
0.3053,0.014,1.5381,,,,,
0.3132,0.0183,1.5635,,,,,
0.4931,0.0404,1.1171,,,,,
0.2636,0.014,1.0243,,,,,
0.2908,0.0145,0.9763,,,,,
0.2341,0.0144,1.062,,,,,
0.2901,0.0187,1.0215,,,,,
0.5145,0.4001,1.1993,,,,,
0.4143,0.0523,1.3725,,,,,
0.4618,0.045,1.7167,,,,,
0.3954,0.023,1.4981,,,,,
0.331,0.018,1.1351,,,,,
0.2571,0.0147,1.0624,,,,,
0.234,0.0144,1.1304,,,,,
0.2271,0.0133,1.0133,,,,,
0.2277,0.0336,1.1979,,,,,
0.3443,0.0203,1.4156,,,,,
0.5536,0.0544,1.68,,,,,
0.5606,0.081,1.195,,,,,
0.2548,0.0144,1.1055,,,,,
0.2267,0.0142,1.0291,,,,,
0.23,0.0131,1.3595,,,,,
0.2138,0.0127,0.9597,,,,,
0.2414,0.0454,0.928,,,,,
0.2491,0.043,1.0424,,,,,
0.3653,0.0538,1.5336,,,,,
0.3922,0.0444,1.4283,,,,,
0.3105,0.0168,1.0412,,,,,
0.3318,0.0141,0.9842,,,,,
0.2158,0.0128,0.9679,,,,,
0.2158,0.013,0.9651,,,,,
0.2106,0.0122,1.047,,,,,
0.2094,0.0129,0.978,,,,,
0.2073,0.012,0.9692,,,,,
0.2026,0.0118,1.4099,,,,,
0.5805,0.0432,1.4844,,,,,
0.3453,0.0485,1.0121,,,,,
0.2426,0.0342,0.9355,,,,,
0.2257,0.0338,0.9794,,,,,
0.2093,0.0122,1.1968,,,,,
0.2314,0.0121,0.9882,,,,,
0.2026,0.0119,0.9887,,,,,
0.202,0.012,0.9682,,,,,
0.2182,0.0327,1.3034,,,,,
0.4417,0.0552,1.4506,,,,,
0.5074,0.0584,1.3389,,,,,
0.5635,0.0865,1.0764,,,,,
0.2994,0.0366,1.1034,,,,,
0.419,0.0584,1.0874,,,,,
0.334,0.0413,1.2285,,,,,
0.3768,0.04,1.2954,,,,,
0.3954,0.0487,1.9045,,,,,
0.3774,0.0183,1.1428,,,,,
0.3204,0.0542,1.0508,,,,,
0.2716,0.0151,1.0308,,,,,
0.2698,0.0161,1.1808,,,,,
0.2354,0.034,0.9385,,,,,
0.2238,0.0336,1.2123,,,,,
0.2234,0.0332,0.928,,,,,
0.21,0.0121,1.3426,,,,,
0.4707,0.021,1.503,,,,,
0.3204,0.0174,1.6896,,,,,
0.2874,0.0163,1.3579,,,,,
0.3549,0.0518,1.0416,,,,,
0.2523,0.0144,1.1719,,,,,
0.2621,0.0152,1.1387,,,,,
0.2277,0.0128,1.1412,,,,,
0.6045,0.0615,1.9873,,,,,
0.447,0.0418,1.8159,,,,,
0.3228,0.0183,1.1685,,,,,
0.231,0.0338,1.003,,,,,
0.3273,0.0479,1.1372,,,,,
0.2447,0.0195,1.2264,,,,,
0.2358,0.0141,1.0307,,,,,
0.211,0.0127,1.1731,,,,,
0.5031,0.0628,2.1144,,,,,
0.3663,0.039,1.0408,,,,,
0.3055,0.0343,0.9433,,,,,
0.231,0.0345,1.0151,,,,,
0.2334,0.0337,0.9397,,,,,
0.2452,0.0414,1.0254,,,,,
0.3008,0.0524,1.0116,,,,,
0.2409,0.0413,1.0007,,,,,
0.2098,0.0124,1.6439,,,,,
0.4011,0.0978,1.4709,,,,,
0.3057,0.0162,1.1411,,,,,
0.53,0.0145,1.0125,,,,,
0.2436,0.0344,0.9293,,,,,
0.2231,0.0333,0.9268,,,,,
0.2206,0.033,0.912,,,,,
0.272,0.0152,1.0655,,,,,
0.3185,0.0451,1.1733,,,,,
0.4824,0.0674,1.7796,,,,,
0.3833,0.018,1.4948,,,,,
0.2439,0.0142,1.1494,,,,,
0.234,0.0135,0.9979,,,,,
0.2127,0.0127,1.0345,,,,,
0.23,0.0144,0.9798,,,,,
0.2146,0.013,0.9774,,,,,
0.2328,0.0341,1.033,,,,,
0.2218,0.033,1.4552,,,,,
0.5804,0.0603,1.9414,,,,,
0.4153,0.0426,1.4831,,,,,
0.3757,0.0411,1.1799,,,,,
0.2513,0.0141,1.1852,,,,,
0.3284,0.0133,0.9794,,,,,
0.2211,0.0131,1.0344,,,,,
0.2281,0.0333,0.9614,,,,,
0.5153,0.0504,1.576,,,,,
0.6015,0.0621,1.7941,,,,,
0.4757,0.043,1.3271,,,,,
0.3973,0.0463,1.2676,,,,,
0.2445,0.0351,1.0432,,,,,
0.2303,0.0337,1.6731,,,,,
0.2401,0.0409,1.0017,,,,,
0.2091,0.0121,1.5078,,,,,
0.4686,0.0285,1.5251,,,,,
0.3794,0.0733,1.48,,,,,
0.2907,0.0166,1.0781,,,,,
0.2637,0.0358,1.0007,,,,,
0.2478,0.0348,0.9421,,,,,
0.2599,0.0424,1.0371,,,,,
0.273,0.0355,1.0269,,,,,
0.253,0.0135,1.2952,,,,,
0.4658,0.0268,1.4988,,,,,
0.5412,0.0212,1.2055,,,,,
0.2682,0.022,1.2921,,,,,
0.2596,0.0157,1.0684,,,,,
0.2381,0.0141,1,,,,,
0.2113,0.0127,1.032,,,,,
0.2067,0.0123,0.9794,,,,,
0.2228,0.0336,1.1766,,,,,
0.2844,0.0421,1.6735,,,,,
0.4186,0.0405,1.2547,,,,,
0.2703,0.036,0.9909,,,,,
0.2227,0.0133,0.9857,,,,,
0.2173,0.0222,1.6771,,,,,
0.3579,0.0467,1.524,,,,,
0.2477,0.0138,1.5844,,,,,
0.3092,0.0373,1.6142,,,,,
0.6195,0.0564,1.5555,,,,,
0.4247,0.0412,1.1298,,,,,
0.2692,0.0356,1.0244,,,,,
0.2371,0.0141,1.1351,,,,,
0.2371,0.0133,1.2521,,,,,
0.2816,0.0208,1.1725,,,,,
0.2846,0.0148,1.0553,,,,,
0.231,0.0337,1.5768,,,,,
0.5249,0.0447,1.631,,,,,
0.3603,0.0387,1.4944,,,,,
0.2394,0.0343,0.9381,,,,,
0.2129,0.0125,0.9807,,,,,
0.2129,0.0123,1.0225,,,,,
0.2052,0.0121,1.0851,,,,,
0.2769,0.0441,1.2205,,,,,
0.2659,0.0356,1.3998,,,,,
0.5383,0.0573,1.3892,,,,,
0.3834,0.0196,1.3025,,,,,
0.2976,0.0361,0.9851,,,,,
0.2293,0.034,1.0594,,,,,
0.2496,0.0357,0.9253,,,,,
0.2268,0.0338,1.0144,,,,,
0.255,0.0414,1.0428,,,,,
0.2172,0.0132,1.1088,,,,,
0.3764,0.0518,2.0911,,,,,
0.4949,0.0283,1.9056,,,,,
0.4693,0.0185,1.4256,,,,,
0.3362,0.038,1.4648,,,,,
0.3134,0.0376,0.9977,,,,,
0.238,0.0345,0.9032,,,,,
0.2335,0.0344,0.9379,,,,,
0.2234,0.0121,1.4781,,,,,
0.5299,0.0679,2.0645,,,,,
0.3586,0.0179,1.2578,,,,,
0.2432,0.0136,1.1048,,,,,
0.2122,0.0123,0.9889,,,,,
0.2093,0.0121,0.992,,,,,
0.2069,0.0131,0.9736,,,,,
0.2298,0.0116,0.9922,,,,,
0.2197,0.0331,1.0206,,,,,
0.3913,0.0405,1.9241,,,,,
0.7063,0.1163,1.7921,,,,,
0.3727,0.0393,1.0498,,,,,
0.2325,0.0134,0.9738,,,,,
0.2162,0.0128,0.9941,,,,,
0.2232,0.0125,1.2599,,,,,
0.2137,0.0131,1.0574,,,,,
0.3093,0.0455,1.7396,,,,,
0.5051,0.0304,2.1194,,,,,
0.4355,0.0553,1.4419,,,,,
0.41,0.0389,1.2205,,,,,
0.2399,0.0345,1.0964,,,,,
0.2533,0.0339,0.9322,,,,,
0.2705,0.0497,1.0077,,,,,
0.2448,0.0345,0.9291,,,,,
0.3653,0.0617,2.2142,,,,,
0.5374,0.0186,1.2343,,,,,
0.2337,0.0135,1.3608,,,,,
0.3996,0.0498,1.2022,,,,,
0.3452,0.0505,1.0083,,,,,
0.2613,0.0354,0.9364,,,,,
0.2319,0.0345,1.0417,,,,,
0.2436,0.034,1.3032,,,,,
0.3579,0.0526,1.826,,,,,
0.3709,0.018,1.2636,,,,,
0.246,0.0143,1.0827,,,,,
0.2396,0.0137,1.154,,,,,
0.2972,0.0164,1.1998,,,,,
0.248,0.0351,0.9796,,,,,
0.2288,0.0335,0.9341,,,,,
0.2405,0.0336,0.9471,,,,,
0.2081,0.0127,1.2243,,,,,
0.4816,0.0569,1.503,,,,,
0.3245,0.0174,1.3336,,,,,
0.2435,0.0146,1.0159,,,,,
0.2317,0.0341,0.949,,,,,
0.2238,0.0331,1.1,,,,,
0.4176,0.045,1.3248,,,,,
0.4155,0.0456,1.3396,,,,,
0.314,0.0167,1.6304,,,,,
0.4868,0.0226,2.1058,,,,,
0.3105,0.0169,1.1898,,,,,
0.234,0.0134,1.0337,,,,,
0.2106,0.0125,1.0118,,,,,
0.21,0.0126,1.2459,,,,,
0.2104,0.0121,1.1378,,,,,
0.2589,0.037,1.2128,,,,,
0.2412,0.0352,1.253,,,,,
0.4992,0.0565,1.4035,,,,,
0.6621,0.0388,1.1536,,,,,
0.2475,0.0351,0.9447,,,,,
0.2141,0.0125,0.9779,,,,,
0.2077,0.0123,0.9691,,,,,
0.2078,0.012,0.9737,,,,,
0.2169,0.0114,1.125,,,,,
0.2601,0.0432,1.475,,,,,
0.4847,0.0576,2.063,,,,,
0.5147,0.0613,1.207,,,,,
0.3506,0.0183,1.0221,,,,,
0.2291,0.0338,0.9352,,,,,
0.2295,0.0347,0.973,,,,,
0.2343,0.0154,1.1436,,,,,
0.247,0.0343,1.167,,,,,
0.2167,0.0124,1.1253,,,,,
0.434,0.0162,2.4497,,,,,
0.4059,0.0188,1.4593,,,,,
0.2545,0.0146,1.2103,,,,,
0.2375,0.034,0.9232,,,,,
0.2775,0.0175,0.9524,,,,,
0.2253,0.0335,0.9279,,,,,
0.2218,0.033,0.9528,,,,,
0.246,0.0122,0.9842,,,,,
0.2038,0.012,1.1324,,,,,
0.4515,0.0237,1.8067,,,,,
0.366,0.0185,1.3361,,,,,
0.3313,0.0153,1.0984,,,,,
0.2154,0.0128,1.0781,,,,,
0.2404,0.014,1.0441,,,,,
0.2124,0.0125,0.9715,,,,,
0.2238,0.0336,0.9654,,,,,
0.2495,0.0156,1.2603,,,,,
0.354,0.0573,1.4227,,,,,
0.4802,0.0623,1.401,,,,,
0.3868,0.0495,1.4834,,,,,
0.3909,0.0557,1.0969,,,,,
0.285,0.0151,1.3981,,,,,
0.2533,0.0143,1.0077,,,,,
0.2458,0.0348,1.2616,,,,,
0.3773,0.0616,1.6585,,,,,
0.5461,0.0694,1.8531,,,,,
0.4497,0.0404,1.0828,,,,,
0.2735,0.0158,1.2508,,,,,
0.2459,0.0162,1.0805,,,,,
0.2144,0.0129,1.2193,,,,,
0.2207,0.0132,0.9714,,,,,
0.2436,0.0374,1.0257,,,,,
0.2247,0.0331,1.1747,,,,,
0.459,0.0536,1.8963,,,,,
0.3895,0.0407,1.4253,,,,,
0.2383,0.014,1.0149,,,,,
0.2103,0.0124,1.11,,,,,
0.2571,0.0142,1.1337,,,,,
0.2212,0.0135,1.0312,,,,,
0.2259,0.0352,1.0273,,,,,
0.2269,0.0329,1.0332,,,,,
0.3016,0.046,1.4199,,,,,
0.4391,0.0397,1.2248,,,,,
0.2935,0.0383,0.9548,,,,,
0.2273,0.0337,0.9674,,,,,
0.2267,0.0336,0.9245,,,,,
0.2306,0.0331,1.0158,,,,,
0.4284,0.0509,1.1133,,,,,
0.2411,0.0152,1.0188,,,,,
0.212,0.012,0.9583,,,,,
0.248,0.051,1.91,,,,,
0.4029,0.0403,1.2401,,,,,
0.2837,0.0376,1.3185,,,,,
0.2357,0.0341,0.9312,,,,,
0.2226,0.033,0.9411,,,,,
0.2092,0.0122,0.9552,,,,,
0.203,0.0121,1.1001,,,,,
0.2552,0.0203,1.1216,,,,,
0.2286,0.0193,1.0876,,,,,
0.4993,0.0515,1.6967,,,,,
0.3577,0.0182,1.2112,,,,,
0.3224,0.0145,0.9911,,,,,
0.2291,0.0137,0.9853,,,,,
0.2259,0.0334,0.9804,,,,,
0.2214,0.033,0.9126,,,,,
0.2203,0.0326,0.9126,,,,,
0.2691,0.0154,1.0138,,,,,
0.3254,0.0416,1.0307,,,,,
0.348,0.0357,1.8035,,,,,
0.3782,0.0189,1.2606,,,,,
0.2422,0.0136,1.0164,,,,,
0.233,0.0338,0.9726,,,,,
0.2534,0.0336,1.24,,,,,
0.225,0.0352,0.9758,,,,,
0.2286,0.0404,1.0148,,,,,
0.2278,0.0332,0.93,,,,,
0.2209,0.033,1.1876,,,,,
0.4866,0.0584,1.6249,,,,,
0.5114,0.0523,1.2316,,,,,
0.265,0.0229,1.1326,,,,,
0.2133,0.0125,1.0195,,,,,
0.2384,0.0139,1.0034,,,,,
0.2116,0.0125,0.9786,,,,,
0.2231,0.033,0.9304,,,,,
0.24,0.0413,0.9108,,,,,
0.2193,0.0325,1.034,,,,,
0.4741,0.0422,2.1226,,,,,
0.3652,0.0179,1.5169,,,,,
0.2593,0.0148,1.1233,,,,,
0.2131,0.0127,0.9802,,,,,
0.2062,0.0124,1.554,,,,,
0.2256,0.0335,0.9599,,,,,
0.2217,0.033,0.996,,,,,
0.2668,0.0417,1.0618,,,,,
0.5422,0.0644,2.0794,,,,,
0.3956,0.051,1.5182,,,,,
0.3118,0.0173,1.1543,,,,,
0.2338,0.0139,1.0808,,,,,
0.2266,0.0131,1.0597,,,,,
0.2325,0.0344,1.1733,,,,,
0.2338,0.0486,1.0399,,,,,
0.2353,0.0348,1.2291,,,,,
0.4948,0.0623,1.5462,,,,,
0.3618,0.0181,1.5024,,,,,
0.246,0.0139,1.0924,,,,,
0.2429,0.0152,1.149,,,,,
0.2451,0.0228,1.0924,,,,,
0.2205,0.0135,1.1569,,,,,
0.2128,0.0127,1.3485,,,,,
0.211,0.0125,1.0432,,,,,
0.3815,0.055,1.5645,,,,,
0.3761,0.0392,1.1134,,,,,
0.2778,0.0458,1.0558,,,,,
0.236,0.0338,0.9399,,,,,
0.2283,0.0335,1.2126,,,,,
0.3157,0.0151,1.1588,,,,,
0.2276,0.0136,1.0417,,,,,
0.2286,0.0334,0.9567,,,,,
0.2244,0.0137,1.2033,,,,,
0.4925,0.0573,1.3043,,,,,
0.3914,0.0639,1.0644,,,,,
0.2462,0.0344,0.9382,,,,,
0.2284,0.0338,0.9318,,,,,
0.223,0.0347,0.9259,,,,,
0.2342,0.0156,1.1254,,,,,
0.2922,0.0422,1.1347,,,,,
0.2466,0.0343,1.2398,,,,,
0.2112,0.0126,1.1933,,,,,
0.4498,0.0496,1.8066,,,,,
0.3446,0.0189,1.2396,,,,,
0.3179,0.0176,1.1787,,,,,
0.2837,0.0383,1.1213,,,,,
0.4143,0.0541,1.2204,,,,,
0.3131,0.0375,1.2294,,,,,
0.3147,0.0353,1.06,,,,,
0.4359,0.0516,1.1532,,,,,
0.4965,0.0202,1.9588,,,,,
0.4075,0.0195,1.502,,,,,
0.3154,0.0166,1.0769,,,,,
0.2945,0.0468,0.9346,,,,,
0.2197,0.0193,0.994,,,,,
0.2265,0.0135,1.0023,,,,,
0.2184,0.0128,1.2182,,,,,
0.5062,0.0557,2.5915,,,,,
0.5105,0.0294,2.4635,,,,,
0.4066,0.0611,1.6556,,,,,
0.3648,0.0554,1.3544,,,,,
0.4547,0.0274,1.6671,,,,,
0.3765,0.0517,2.0468,,,,,
0.6722,0.0656,2.0536,,,,,
0.5449,0.0217,1.8167,,,,,
0.3966,0.0409,1.268,,,,,
0.3577,0.0394,1.2588,,,,,
0.3707,0.0381,1.2524,,,,,
0.3908,0.0513,1.8057,,,,,
0.5324,0.0283,2.6871,,,,,
0.4727,0.0265,1.5283,,,,,
0.3859,0.0193,1.2837,,,,,
0.3443,0.042,1.2408,,,,,
0.3506,0.0393,1.1913,,,,,
0.3589,0.0389,1.2724,,,,,
0.5403,0.0548,1.9232,,,,,
0.4517,0.0414,1.4656,,,,,
0.431,0.0507,1.3151,,,,,
0.2679,0.0215,1.1224,,,,,
0.2413,0.014,1.3638,,,,,
0.2522,0.0147,1.2822,,,,,
0.2521,0.035,0.9732,,,,,
0.4645,0.0558,1.5024,,,,,
0.5057,0.0552,6.6873,,,,,
0.5488,0.084,1.7096,,,,,
0.4972,0.0467,2.491,,,,,
0.5497,0.0588,2.1321,,,,,
0.4371,0.0252,2.0112,,,,,
0.579,0.0607,2.3136,,,,,
0.4848,0.0489,2.5332,,,,,
0.4283,0.0253,2.5144,,,,,
0.4594,0.0604,1.7591,,,,,
0.4233,0.019,2.0123,,,,,
0.3803,0.0384,1.7134,,,,,
3.5763,0.0763,4.4181,,,,,
0.4106,0.0231,1.6295,,,,,
0.362,0.0464,1.1149,,,,,
0.2614,0.0233,1.2573,,,,,
0.2942,0.0217,1.627,,,,,
0.4485,0.0679,2.0299,,,,,
0.5271,0.0697,1.7972,,,,,
0.4415,0.0188,2.1685,,,,,
0.472,0.0234,1.2918,,,,,
0.3115,0.0529,1.0701,,,,,
0.2369,0.0138,1.0875,,,,,
0.2801,0.0727,2.6781,,,,,
0.5547,0.0567,1.4727,,,,,
0.5425,0.0627,1.3436,,,,,
0.3389,0.0413,1.2638,,,,,
0.4168,0.0194,1.2515,,,,,
0.3638,0.0175,1.212,,,,,
0.2906,0.0152,1.1995,,,,,
0.4415,0.0586,1.551,,,,,
0.4027,0.041,1.3454,,,,,
0.3164,0.0383,1.1588,,,,,
0.3017,0.0372,1.5343,,,,,
0.3671,0.0415,1.162,,,,,
0.2824,0.0358,1.0083,,,,,
0.289,0.0506,1.0861,,,,,
0.2823,0.0448,1.8321,,,,,
0.4994,0.0549,1.9294,,,,,
0.5434,0.0674,2.1577,,,,,
0.5471,0.0613,1.9715,,,,,
0.583,0.0588,2.0454,,,,,
0.5632,0.0292,2.8243,,,,,
0.5803,0.0547,2.6972,,,,,
0.5517,0.0618,1.8943,,,,,
0.5358,0.0564,1.9405,,,,,
0.5176,0.0524,2.2146,,,,,
0.5245,0.0269,4.4489,,,,,
0.4919,0.0579,2.3632,,,,,
0.5195,0.0296,2.2241,,,,,
0.5305,0.0269,3.1293,,,,,
0.5351,0.0551,2.2934,,,,,
0.5291,0.0577,1.4736,,,,,
0.3702,0.0403,1.2599,,,,,
0.3069,0.0432,1.3741,,,,,
0.4683,0.0549,2.4106,,,,,
0.5314,0.0285,3.1014,,,,,
0.6149,0.0655,2.7351,,,,,
0.3932,0.0189,1.3198,,,,,
0.282,0.0361,1.0633,,,,,
0.2768,0.0438,1.023,,,,,
0.4837,0.0718,1.8698,,,,,
0.3977,0.0398,1.1949,,,,,
0.2501,0.014,1.0007,,,,,
0.2198,0.013,1.295,,,,,
0.2095,0.0127,0.9856,,,,,
0.2103,0.0127,0.9618,,,,,
0.2189,0.0375,0.9592,,,,,
0.2021,0.0122,0.9615,,,,,
0.2515,0.0144,2.2501,,,,,
0.4922,0.0574,1.7208,,,,,
0.348,0.0397,1.1271,,,,,
0.2839,0.035,1.1229,,,,,
0.2579,0.0348,0.984,,,,,
0.2611,0.0362,1.0051,,,,,
0.2428,0.0146,1.0221,,,,,
0.2325,0.0134,0.9927,,,,,
0.2241,0.0131,1.2376,,,,,
0.4627,0.0565,2.1338,,,,,
0.4041,0.0513,1.6468,,,,,
0.2884,0.0364,1.1393,,,,,
0.2887,0.0353,0.9825,,,,,
0.244,0.0342,0.9502,,,,,
0.2188,0.014,1.0639,,,,,
0.3053,0.0346,1.0079,,,,,
0.2476,0.0346,1.7023,,,,,
0.5211,0.0565,1.9433,,,,,
0.4759,0.0513,2.383,,,,,
0.4435,0.0196,1.8206,,,,,
0.2885,0.0159,1.0667,,,,,
0.2569,0.0133,1.0981,,,,,
0.2378,0.0341,1.2521,,,,,
0.5316,0.057,1.7274,,,,,
0.4323,0.0403,1.3954,,,,,
0.4487,0.0426,1.8995,,,,,
0.4642,0.0243,1.7883,,,,,
0.3572,0.0218,1.2497,,,,,
0.4734,0.0516,1.148,,,,,
0.415,0.0605,2.132,,,,,
0.7042,0.0451,1.4251,,,,,
0.2929,0.0247,1.6514,,,,,
0.3875,0.0542,1.7334,,,,,
0.3335,0.0183,1.2905,,,,,
0.2646,0.0376,1.0135,,,,,
0.2508,0.0341,1.1144,,,,,
0.3752,0.0437,1.59,,,,,
0.4484,0.0488,1.194,,,,,
0.2928,0.0168,1.0383,,,,,
0.301,0.0143,1.0471,,,,,
0.2278,0.0137,1.2201,,,,,
0.2944,0.0156,1.2572,,,,,
0.2713,0.0354,0.9885,,,,,
0.2306,0.0363,0.9919,,,,,
0.345,0.0378,1.6169,,,,,
0.4194,0.041,1.3449,,,,,
0.307,0.049,1.0516,,,,,
0.2503,0.0408,0.9504,,,,,
0.2839,0.013,1.055,,,,,
0.2108,0.0126,1.0283,,,,,
0.2221,0.0335,1.0648,,,,,
0.2612,0.0346,0.9356,,,,,
0.2608,0.0137,0.9267,,,,,
0.3482,0.1183,1.7134,,,,,
0.3936,0.0251,1.5494,,,,,
0.283,0.0147,1.0933,,,,,
0.2125,0.013,0.9452,,,,,
0.2087,0.0124,1.0016,,,,,
0.26,0.0347,0.9111,,,,,
0.253,0.0128,0.9372,,,,,
0.2329,0.0144,1.2025,,,,,
0.2786,0.0353,1.2583,,,,,
0.4284,0.0441,1.93,,,,,
0.3973,0.0394,1.18,,,,,
0.3021,0.0372,0.9882,,,,,
0.2609,0.0429,0.9501,,,,,
0.2127,0.0125,0.9773,,,,,
0.2087,0.0124,0.9721,,,,,
0.2341,0.0123,0.9427,,,,,
0.2067,0.0122,1.0666,,,,,
0.2426,0.0425,1.7545,,,,,
0.5256,0.0591,1.6922,,,,,
0.3876,0.0636,1.5609,,,,,
0.2414,0.0352,0.9319,,,,,
0.2438,0.014,0.9829,,,,,
0.2092,0.0121,1.0499,,,,,
0.2286,0.0121,1.0276,,,,,
0.2304,0.0122,1.0291,,,,,
0.203,0.0138,1.155,,,,,
0.4694,0.0572,1.9744,,,,,
0.5735,0.0198,1.3248,,,,,
0.2689,0.0144,1.112,,,,,
0.2524,0.0331,0.9194,,,,,
0.2517,0.023,1.1065,,,,,
0.2896,0.0327,0.9029,,,,,
0.3828,0.033,0.8969,,,,,
0.2457,0.0134,1.1766,,,,,
0.2847,0.0219,1.901,,,,,
0.3778,0.0181,1.3155,,,,,
0.2965,0.0169,1.3161,,,,,
0.3079,0.044,1.2327,,,,,
0.2234,0.0148,1.0291,,,,,
0.2536,0.0336,0.9128,,,,,
0.2162,0.0139,1.0109,,,,,
0.2303,0.033,0.9225,,,,,
0.2279,0.0224,1.2696,,,,,
0.5258,0.0587,1.249,,,,,
0.364,0.0378,1.0356,,,,,
0.2631,0.0141,1.3129,,,,,
0.4176,0.021,1.4683,,,,,
0.3541,0.0475,1.3352,,,,,
0.3465,0.0508,1.2448,,,,,
0.3175,0.0344,0.874,,,,,
0.2945,0.0657,1.453,,,,,
0.3838,0.0206,1.436,,,,,
0.3316,0.0389,0.9629,,,,,
0.2448,0.0134,0.9776,,,,,
0.2114,0.0125,1.1409,,,,,
0.2878,0.0153,1.3785,,,,,
0.2416,0.0143,1.0129,,,,,
0.2154,0.0127,1.1038,,,,,
0.2434,0.0136,1.0012,,,,,
0.3001,0.0418,2.0419,,,,,
0.3873,0.0415,1.578,,,,,
0.3497,0.04,1.1323,,,,,
0.2746,0.016,1.0845,,,,,
0.2774,0.0356,1.0783,,,,,
0.2638,0.0248,1.0951,,,,,
0.2375,0.053,1.0037,,,,,
0.2262,0.0119,1.0264,,,,,
0.3018,0.0499,1.9392,,,,,
0.4576,0.0489,1.1916,,,,,
0.362,0.0536,1.3009,,,,,
0.2339,0.0344,0.9323,,,,,
0.2206,0.0141,1.0203,,,,,
0.2133,0.0138,1.0289,,,,,
0.2563,0.0336,1.0629,,,,,
0.3852,0.0246,1.3883,,,,,
0.3612,0.0261,2.0517,,,,,
0.5233,0.0563,1.6265,,,,,
0.3381,0.0166,1.1353,,,,,
0.2388,0.0208,1.224,,,,,
0.2347,0.014,1.4744,,,,,
0.2495,0.0204,1.4024,,,,,
0.5486,0.0573,2.267,,,,,
0.569,0.0592,2.207,,,,,
0.5104,0.0657,1.6484,,,,,
0.3805,0.0386,1.3444,,,,,
0.3365,0.0161,1.2338,,,,,
0.311,0.0174,1.2957,,,,,
0.3044,0.0164,1.2783,,,,,
0.3805,0.0871,2.4899,,,,,
0.519,0.0615,2.0796,,,,,
0.407,0.0238,1.5589,,,,,
0.2933,0.037,1.3477,,,,,
0.2422,0.0137,1.3604,,,,,
0.2398,0.0346,1.1048,,,,,
0.2321,0.0341,1.9656,,,,,
0.5022,0.0589,1.8004,,,,,
0.5034,0.0399,1.1357,,,,,
0.2851,0.014,1.0226,,,,,
0.2364,0.0129,1.0258,,,,,
0.253,0.0124,0.9706,,,,,
0.2083,0.0129,0.9698,,,,,
0.2259,0.0342,0.9297,,,,,
0.2296,0.0232,1.1084,,,,,
0.3756,0.0209,1.6498,,,,,
0.4146,0.0491,1.1909,,,,,
0.3634,0.0393,1.1065,,,,,
0.3046,0.0676,1.0119,,,,,
0.2447,0.0345,1.0266,,,,,
0.2446,0.0139,1.1109,,,,,
0.2366,0.0122,0.9743,,,,,
0.2308,0.0125,0.9737,,,,,
